OCC_CODE,OCC_TITLE,TOT_EMP,YEAR,WAGE,PER_1K
11-9071,Gaming managers,3790,2008,32.83,0.028035572
11-9071,Gaming managers,3310,2005,28.82,0.025413366
11-9071,Gaming Managers,4300,2018,35.91,0.029710245
11-9071,Gaming Managers,3870,2014,32.36,0.028639482
11-9071,Gaming Managers,4280,2016,33.26,0.030484341
11-9071,Gambling Managers,4450,2019,36.04,0.030746649
11-9081,Lodging Managers,31040,2001,15.8,0.258769204
11-9081,Lodging Managers,35480,2015,23.91,0.257294066
11-9081,Lodging managers,30760,2003,17.16,0.255924047
11-9081,Lodging Managers,29920,2010,22.54,0.235410453
11-9081,Lodging Managers,31740,2014,22.93,0.234888159
11-9081,Lodging Managers,35410,2016,24.93,0.252208067
11-9081,Lodging Managers,31890,2000,14.79,0.263506353
11-9081,Lodging Managers,29730,2012,22.5,0.228187172
11-9081,Lodging managers,31660,2009,22.26,0.242331168
11-9081,Lodging Managers,36610,2017,24.9,0.256823789
11-9081,Lodging managers,31890,2007,21.27,0.237357547
11-9081,Lodging Managers,31170,2002,16.33,0.260575961
11-9081,Lodging managers,31300,2006,20.35,0.23614062
11-9081,Lodging Managers,30950,2013,22.51,0.233428288
11-9081,Lodging Managers,37050,2018,25.67,0.255991762
11-9081,Lodging Managers,29870,2011,22.81,0.232852285
11-9081,Lodging managers,30860,2004,18.11,0.240854063
11-9081,Lodging managers,31040,2005,19.53,0.238317491
11-9081,Lodging managers,32460,2008,22.02,0.240114687
11-9081,Lodging Managers,38340,2019,26.17,0.264904835
11-9111,Medical and Health Services Managers,227410,2001,28.47,1.895834558
11-9111,Medical and health services managers,226160,2003,31.04,1.881657426
11-9111,Medical and Health Services Managers,332150,2016,46.41,2.365741583
11-9111,Medical and Health Services Managers,346980,2017,47.29,2.434108669
11-9111,Medical and health services managers,230130,2005,33.51,1.766881577
11-9111,Medical and health services managers,258130,2008,38.58,1.90945176
11-9111,Medical and Health Services Managers,314950,2015,45.43,2.283956199
11-9111,Medical and Health Services Managers,282990,2010,40.52,2.226564307
11-9111,Medical and Health Services Managers,310320,2014,44.62,2.296486875
11-9111,Medical and Health Services Managers,230410,2000,27.1,1.903872651
11-9111,Medical and health services managers,271710,2009,39.35,2.079715779
11-9111,Medical and Health Services Managers,293490,2012,42.59,2.252628758
11-9111,Medical and health services managers,242640,2007,37.01,1.80597163
11-9111,Medical and health services managers,232920,2006,35.26,1.757248348
11-9111,Medical and health services managers,224070,2004,32.42,1.748806539
11-9111,Medical and Health Services Managers,228290,2002,29.5,1.908466027
11-9111,Medical and Health Services Managers,300180,2013,43.72,2.263990425
11-9111,Medical and Health Services Managers,287560,2011,41.54,2.241680715
11-9111,Medical and Health Services Managers,372670,2018,47.95,2.574910928
11-9111,Medical and Health Services Managers,394910,2019,48.55,2.728575079
11-9121,Natural Sciences Managers,42650,2001,38.66,0.355557556
11-9121,Natural Sciences Managers,54780,2016,57.62,0.390171079
11-9121,Natural sciences managers,43060,2008,54.23,0.318525521
11-9121,Natural Sciences Managers,38870,2000,36.48,0.321181936
11-9121,Natural Sciences Managers,47510,2011,55.18,0.370365318
11-9121,Natural Sciences Managers,60260,2018,59.55,0.416357991
11-9121,Natural sciences managers,41810,2003,41.28,0.347860351
11-9121,Natural Sciences Managers,56210,2017,57.2,0.394320273
11-9121,Natural sciences managers,40400,2005,44.75,0.31018127
11-9121,Natural Sciences Managers,53450,2015,57.77,0.387609014
11-9121,Natural Sciences Managers,53290,2014,57.71,0.394366414
11-9121,Natural Sciences Managers,45920,2010,55.78,0.361298396
11-9121,Natural sciences managers,44180,2009,55.08,0.338161434
11-9121,Natural sciences managers,39370,2007,50.02,0.293031252
11-9121,Natural Sciences Managers,51900,2013,56.17,0.391435482
11-9121,Natural Sciences Managers,48560,2012,55.64,0.372713389
11-9121,Natural sciences managers,38660,2006,48.11,0.291667616
11-9121,Natural Sciences Managers,42470,2002,39.54,0.355042061
11-9121,Natural sciences managers,40240,2004,42.63,0.314062459
11-9121,Natural Sciences Managers,67720,2019,62.07,0.467901811
11-9131,Postmasters and Mail Superintendents,26640,2001,21.39,0.222088002
11-9131,Postmasters and mail superintendents,26410,2008,28.52,0.195361333
11-9131,Postmasters and Mail Superintendents,13770,2018,36.52,0.095141877
11-9131,Postmasters and Mail Superintendents,14770,2015,33.96,0.10710917
11-9131,Postmasters and Mail Superintendents,26470,2002,23.34,0.221284751
11-9131,Postmasters and mail superintendents,26430,2004,24.32,0.206279095
11-9131,Postmasters and Mail Superintendents,14720,2016,34.45,0.104843342
11-9131,Postmasters and Mail Superintendents,26850,2000,21.28,0.221860946
11-9131,Postmasters and Mail Superintendents,24410,2011,30.25,0.190288727
11-9131,Postmasters and mail superintendents,26060,2003,24.1,0.216819917
11-9131,Postmasters and mail superintendents,26120,2005,25.34,0.20054294
11-9131,Postmasters and Mail Superintendents,13960,2017,35.98,0.097931169
11-9131,Postmasters and Mail Superintendents,17930,2014,31.64,0.132688869
11-9131,Postmasters and mail superintendents,24890,2009,28.26,0.190512406
11-9131,Postmasters and mail superintendents,26580,2006,26.82,0.200530917
11-9131,Postmasters and Mail Superintendents,25160,2010,28.99,0.19795879
11-9131,Postmasters and mail superintendents,26500,2007,27.84,0.19723973
11-9131,Postmasters and Mail Superintendents,23790,2012,30.31,0.182595789
11-9131,Postmasters and Mail Superintendents,17930,2013,31.32,0.135230023
11-9131,Postmasters and Mail Superintendents,13850,2019,36.97,0.095694626
11-9141,"Property, Real Estate, and Community Association Managers",156180,2001,17.45,1.302015924
11-9141,"Property, Real Estate, and Community Association Managers",202550,2018,28.05,1.399490725
11-9141,"Property, real estate, and community association managers",159980,2004,19.22,1.248601197
11-9141,"Property, real estate, and community association managers",156120,2003,18.46,1.298922698
11-9141,"Property, Real Estate, and Community Association Managers",159570,2012,25.29,1.224750318
11-9141,"Property, Real Estate, and Community Association Managers",165960,2013,25.58,1.25168849
11-9141,"Property, real estate, and community association managers",159700,2008,22.18,1.181340589
11-9141,"Property, Real Estate, and Community Association Managers",174410,2015,26.63,1.264787429
11-9141,"Property, Real Estate, and Community Association Managers",156290,2002,17.73,1.306558129
11-9141,"Property, Real Estate, and Community Association Managers",180290,2016,27.42,1.284117266
11-9141,"Property, Real Estate, and Community Association Managers",152380,2011,25.24,1.187881859
11-9141,"Property, Real Estate, and Community Association Managers",145340,2000,17.32,1.200941153
11-9141,"Property, real estate, and community association managers",154230,2005,20.14,1.184140032
11-9141,"Property, Real Estate, and Community Association Managers",171140,2014,26.09,1.266501559
11-9141,"Property, real estate, and community association managers",159660,2007,21,1.188350768
11-9141,"Property, Real Estate, and Community Association Managers",186720,2017,28.21,1.309864461
11-9141,"Property, real estate, and community association managers",150850,2009,23.3,1.154632238
11-9141,"Property, Real Estate, and Community Association Managers",147110,2010,24.75,1.157460953
11-9141,"Property, real estate, and community association managers",156880,2006,20.71,1.183569984
11-9141,"Property, Real Estate, and Community Association Managers",220750,2019,28.25,1.525241064
11-9151,Social and Community Service Managers,100810,2001,19.84,0.840416348
11-9151,Social and community service managers,119280,2004,22.5,0.930948561
11-9151,Social and Community Service Managers,115330,2013,29.4,0.869831487
11-9151,Social and Community Service Managers,126230,2016,31.1,0.899074394
11-9151,Social and Community Service Managers,116480,2010,27.86,0.916464223
11-9151,Social and community service managers,112360,2006,25.03,0.847692016
11-9151,Social and Community Service Managers,149870,2018,31.41,1.035505677
11-9151,Social and community service managers,116020,2003,21.85,0.965289594
11-9151,Social and Community Service Managers,115360,2012,28.83,0.885424558
11-9151,Social and community service managers,117150,2008,26.92,0.866587664
11-9151,Social and Community Service Managers,111480,2002,20.71,0.931954061
11-9151,Social and Community Service Managers,119770,2015,30.54,0.868548766
11-9151,Social and Community Service Managers,115550,2011,28.2,0.900772731
